0094|PORTA VENEZIANA SALIGNA 80X2,10|UN||154.545|20.00|110.00|280.00|1||500|0.00|0.00|0.00|0.00|280.00|4418.20.00|5.405|2.0000
0095|NAVAL 15 M/M|CH||74.306|20.00|77.45|135.00|1||500|0.00|0.00|0.00|0.00|135.00|4412.31.00|5.405|-42.0000
0096|PVC MEIA CANA BRANCO 6,00|PC||95.455|20.00|11.00|21.50|1||500|0.00|0.00|0.00|0.00|21.50|3916.20.00|5.405|-22.0000
0097|PVC RODAFORRO COM 6,00|PC||88.383|20.00|12.74|24.00|1||500|0.00|0.00|0.00|0.00|24.00|3916.20.00|5.405|54.0000
0099|PVC EMENDA H BRANCO 6,00|PC||68.814|20.00|14.75|24.90|1||500|0.00|0.00|0.00|0.00|24.90|3916.20.00|5.405|63.0000
0101|MOLDURA REF 038 CANTONEIRA|PC||134.375|20.00|3.20|7.50|2||500|0.00|0.00|0.00|0.00|7.50|4414.00.00|5.405|-113.0000
0200|VITRO RETO ITAUBA 140X120|UN||82.131|20.00|291.00|530.00|1||500|0.00|0.00|0.00|0.00|530.00|4418.10.00|5.405|-1.0000
201|VITRO RETO ITAUBA 160X120|UN||81.529|20.00|314.00|570.00|1||500|0.00|0.00|0.00|0.00|570.00|4418.10.00|5.405|0.0000
203|VITRO RETO ITAUBA 200X120|UN||78.478|20.00|381.00|680.00|1||500|0.00|0.00|0.00|0.00|680.00|4418.10.00|5.405|1.0000
0199|VITRO RETO ITAUBA 100X100|UN||68.085|20.00|235.00|395.00|1||500|0.00|0.00|0.00|0.00|395.00|4418.10.00|5.405|0.0000
0197|VITRO COMERCIAL 1,40X1,20 SAL|UN||78.161|20.00|174.00|310.00|1||500|0.00|0.00|0.00|0.00|310.00|4418.10.00|5.405|-11.0000
205|MAX-AIR RETO ITAUBA 60X60|UN||66.667|20.00|117.00|195.00|1||500|0.00|0.00|0.00|0.00|195.00|4418.10.00|5.405|11.0000
206|MAX-AIR RETO ITAUBA 60X80|UN||66.402|20.00|132.21|220.00|1||500|0.00|0.00|0.00|0.00|220.00|4418.10.00|5.405|0.0000
207|MAX-AIR RETO ITAUBA 80X80|UN||68.750|20.00|160.00|270.00|1||500|0.00|0.00|0.00|0.00|270.00|4418.10.00|5.405|0.0000
208|MAX-AIR RETO SALIGNA 60X60|UN||115.385|20.00|65.00|140.00|1||500|0.00|0.00|0.00|0.00|140.00|4418.10.00|5.405|-35.0000
209|MAX-AIR RETO SALIGNA 160X80|UN||362.185|20.00|119.00|550.00|1||500|0.00|0.00|0.00|0.00|550.00|4418.10.00|5.405|-9.0000
210|MAX-AIR RETO SALIGNA 80X80|UN||75.258|20.00|97.00|170.00|1||500|0.00|0.00|0.00|0.00|170.00|4418.10.00|5.405|-2.0000
211|MAX-AIR RETO ITAUBA 120X60|UN||68.317|20.00|202.00|340.00|1||500|0.00|0.00|0.00|0.00|340.00|4418.10.00|5.405|1.0000
212|MAX-AIR RETO ITAUBA 180X60|UN||66.764|20.00|343.00|572.00|1||500|0.00|0.00|0.00|0.00|572.00|4418.10.00|5.405|1.0000
213|CAPELINHA RETA ITAUBA 45X100|UN||68.344|20.00|106.33|179.00|1||500|0.00|0.00|0.00|0.00|179.00|4418.10.00|5.405|0.0000
214|CAPELINHA RETA ITAUBA 45X120|UN||65.412|20.00|120.91|200.00|1||500|0.00|0.00|0.00|0.00|200.00|4418.10.00|5.405|1.0000
215|CAPELINHA RETA SALIGNA 35X120|UN||89.189|20.00|74.00|140.00|1||500|0.00|0.00|0.00|0.00|140.00|4418.10.00|5.405|-4.0000
216|CAPELINHA RETA SALIGNA 45X1,20|UN||88.312|20.00|77.00|145.00|1||500|0.00|0.00|0.00|0.00|145.00|4418.10.00|5.405|-19.0000
220|PORTA BALCAO RETA 1.40X2,10 ITAUBA|UN||68.120|20.00|803.00|1350.00|1||500|0.00|0.00|0.00|0.00|1350.00|4418.20.00|5.405|0.0000
221|PORTA CORRER RETA 2.00X2.10 CEDRO ARANA|UN||65.138|20.00|1090.00|1800.00|1||500|0.00|0.00|0.00|0.00|1800.00|4418.10.00|5.405|3.0000
